alpha,beta,gamma,qid,nDCG
0.75,0.4,0.15,1.0,0.8019671092173023
0.75,0.4,0.15,2.0,0.5136856709664915
0.75,0.4,0.15,3.0,0.7389795034965592
0.75,0.4,0.15,4.0,0.24694410399804123
0.75,0.4,0.15,5.0,0.6548359284987247
0.75,0.4,0.15,6.0,0.9444192083832257
0.75,0.4,0.15,7.0,0.8920987106226826
0.75,0.4,0.15,8.0,0.38097179678159365
0.75,0.4,0.15,9.0,0.0
0.75,0.4,0.15,10.0,0.6902944911770112
0.75,0.4,0.15,11.0,0.5478709004050423
0.75,0.4,0.15,12.0,0.7001236786281864
0.75,0.4,0.15,13.0,0.5548250058347565
0.75,0.4,0.15,14.0,0.7642855918708723
0.75,0.4,0.15,15.0,0.6068183806191995
0.75,0.4,0.15,16.0,0.4902960458653551
0.75,0.4,0.15,17.0,0.7945763542853976
0.75,0.4,0.15,18.0,0.8277943448688914
0.75,0.4,0.15,19.0,0.628745949938569
0.75,0.4,0.15,20.0,0.950227624253048
0.75,0.4,0.15,21.0,0.6677263319257501
0.75,0.4,0.15,22.0,0.8932882538934352
0.75,0.4,0.15,23.0,0.8561927035542872
0.75,0.4,0.15,24.0,0.9439145087783559
0.75,0.4,0.15,25.0,0.6969050488627628
0.75,0.4,0.15,26.0,0.7695645877970838
0.75,0.4,0.15,27.0,0.917294858813166
0.75,0.4,0.15,28.0,0.9184940830031825
0.75,0.4,0.15,29.0,0.8732584084162153
0.75,0.4,0.15,30.0,0.923628985506544
0.75,0.4,0.15,31.0,0.31852311913419235
0.75,0.4,0.15,32.0,0.2999576088737847
0.75,0.4,0.15,33.0,0.769457619163468
0.75,0.4,0.15,34.0,0.42033638943720114
0.75,0.4,0.15,35.0,0.664075825899134
0.75,0.4,0.15,36.0,0.9741316776483455
0.75,0.4,0.15,37.0,0.8263228292061254
0.75,0.4,0.15,38.0,0.9758481483333035
0.75,0.4,0.15,39.0,0.9815969516108297
0.75,0.4,0.15,40.0,0.774471048735812
0.75,0.4,0.2,1.0,0.8027913730156314
0.75,0.4,0.2,2.0,0.5133673628917653
0.75,0.4,0.2,3.0,0.7392106553579596
0.75,0.4,0.2,4.0,0.24694410399804123
0.75,0.4,0.2,5.0,0.6646086052372475
0.75,0.4,0.2,6.0,0.9449391615308183
0.75,0.4,0.2,7.0,0.8921558452260652
0.75,0.4,0.2,8.0,0.38097179678159365
0.75,0.4,0.2,9.0,0.0
0.75,0.4,0.2,10.0,0.6902900461031918
0.75,0.4,0.2,11.0,0.5450532954222642
0.75,0.4,0.2,12.0,0.7014907101251507
0.75,0.4,0.2,13.0,0.5440597990221535
0.75,0.4,0.2,14.0,0.7626687739019274
0.75,0.4,0.2,15.0,0.6063147827926253
0.75,0.4,0.2,16.0,0.49068795694407386
0.75,0.4,0.2,17.0,0.7951560847405187
0.75,0.4,0.2,18.0,0.8277041389081021
0.75,0.4,0.2,19.0,0.6288168632262211
0.75,0.4,0.2,20.0,0.9503667835692183
0.75,0.4,0.2,21.0,0.6672622948493573
0.75,0.4,0.2,22.0,0.8932882538934352
0.75,0.4,0.2,23.0,0.8575369923213686
0.75,0.4,0.2,24.0,0.9449084950883724
0.75,0.4,0.2,25.0,0.7079297676100907
0.75,0.4,0.2,26.0,0.7696653015729125
0.75,0.4,0.2,27.0,0.9174551781012342
0.75,0.4,0.2,28.0,0.918544524044665
0.75,0.4,0.2,29.0,0.8729260189790491
0.75,0.4,0.2,30.0,0.9234169497385656
0.75,0.4,0.2,31.0,0.31852311913419235
0.75,0.4,0.2,32.0,0.29842690955365525
0.75,0.4,0.2,33.0,0.7678633110443167
0.75,0.4,0.2,34.0,0.4224635656819616
0.75,0.4,0.2,35.0,0.6642762810267173
0.75,0.4,0.2,36.0,0.9742871995522007
0.75,0.4,0.2,37.0,0.8223169059935358
0.75,0.4,0.2,38.0,0.9758798583780006
0.75,0.4,0.2,39.0,0.9816120488035392
0.75,0.4,0.2,40.0,0.778802812011825
0.75,0.5,0.0,1.0,0.82998457916469
0.75,0.5,0.0,2.0,0.5128704676940895
0.75,0.5,0.0,3.0,0.7445951782065964
0.75,0.5,0.0,4.0,0.2479824481721596
0.75,0.5,0.0,5.0,0.6526609910241482
0.75,0.5,0.0,6.0,0.9431395250255241
0.75,0.5,0.0,7.0,0.8502118977072061
0.75,0.5,0.0,8.0,0.38097179678159365
0.75,0.5,0.0,9.0,0.0
0.75,0.5,0.0,10.0,0.6907878916970054
0.75,0.5,0.0,11.0,0.5517314865201923
0.75,0.5,0.0,12.0,0.6971439940214817
0.75,0.5,0.0,13.0,0.5617479073914448
0.75,0.5,0.0,14.0,0.7657781474062929
0.75,0.5,0.0,15.0,0.6024557549533349
0.75,0.5,0.0,16.0,0.48916007299581354
0.75,0.5,0.0,17.0,0.7934809423971076
0.75,0.5,0.0,18.0,0.8253453700836026
0.75,0.5,0.0,19.0,0.6228166309078961
0.75,0.5,0.0,20.0,0.949965435649836
0.75,0.5,0.0,21.0,0.667670460128714
0.75,0.5,0.0,22.0,0.8916527376100161
0.75,0.5,0.0,23.0,0.8515974665631553
0.75,0.5,0.0,24.0,0.9413220497419917
0.75,0.5,0.0,25.0,0.6985907657867181
0.75,0.5,0.0,26.0,0.7705633581213425
0.75,0.5,0.0,27.0,0.9113079842263389
0.75,0.5,0.0,28.0,0.9188854744584097
0.75,0.5,0.0,29.0,0.8564779056942555
0.75,0.5,0.0,30.0,0.9284477590592852
0.75,0.5,0.0,31.0,0.3171420575108752
0.75,0.5,0.0,32.0,0.3123318619163071
0.75,0.5,0.0,33.0,0.7739459180044223
0.75,0.5,0.0,34.0,0.43460869287524745
0.75,0.5,0.0,35.0,0.6637707054934265
0.75,0.5,0.0,36.0,0.9739646689294302
0.75,0.5,0.0,37.0,0.8253604867798101
0.75,0.5,0.0,38.0,0.9755707178239083
0.75,0.5,0.0,39.0,0.9813505990928325
0.75,0.5,0.0,40.0,0.77631866725497
0.75,0.5,0.05,1.0,0.832943729936593
0.75,0.5,0.05,2.0,0.5134133947232326
0.75,0.5,0.05,3.0,0.7475661139269085
0.75,0.5,0.05,4.0,0.24694410399804123
0.75,0.5,0.05,5.0,0.6531111572793291
0.75,0.5,0.05,6.0,0.943553909606421
0.75,0.5,0.05,7.0,0.8501677277949783
0.75,0.5,0.05,8.0,0.38097179678159365
0.75,0.5,0.05,9.0,0.0
0.75,0.5,0.05,10.0,0.690767064010149
0.75,0.5,0.05,11.0,0.5518200856078395
0.75,0.5,0.05,12.0,0.697180322301379
0.75,0.5,0.05,13.0,0.5617479073914448
0.75,0.5,0.05,14.0,0.7661281514158453
0.75,0.5,0.05,15.0,0.603612914450051
0.75,0.5,0.05,16.0,0.4897781598834437
0.75,0.5,0.05,17.0,0.7939502826034485
0.75,0.5,0.05,18.0,0.8253342341783949
0.75,0.5,0.05,19.0,0.6228166309078961
0.75,0.5,0.05,20.0,0.9498702388162585
0.75,0.5,0.05,21.0,0.6676569156834087
0.75,0.5,0.05,22.0,0.8919773186681391
0.75,0.5,0.05,23.0,0.8510687474891941
0.75,0.5,0.05,24.0,0.9414104821483574
0.75,0.5,0.05,25.0,0.6986145024668354
0.75,0.5,0.05,26.0,0.7694496889722882
0.75,0.5,0.05,27.0,0.9116798673994907
0.75,0.5,0.05,28.0,0.9186826199054666
0.75,0.5,0.05,29.0,0.8645699446119433
0.75,0.5,0.05,30.0,0.929161117884859
0.75,0.5,0.05,31.0,0.3171420575108752
0.75,0.5,0.05,32.0,0.30690283282315123
0.75,0.5,0.05,33.0,0.7733294496742017
0.75,0.5,0.05,34.0,0.43460869287524745
0.75,0.5,0.05,35.0,0.6637707054934265
0.75,0.5,0.05,36.0,0.9739646689294302
0.75,0.5,0.05,37.0,0.8252194367779668
0.75,0.5,0.05,38.0,0.975568663942803
0.75,0.5,0.05,39.0,0.9815412351541172
0.75,0.5,0.05,40.0,0.776274743103857
0.75,0.5,0.1,1.0,0.8330766216654257
0.75,0.5,0.1,2.0,0.5135346406184056
0.75,0.5,0.1,3.0,0.7473959193554882
0.75,0.5,0.1,4.0,0.24694410399804123
0.75,0.5,0.1,5.0,0.6532814415575089
0.75,0.5,0.1,6.0,0.943892872734383
0.75,0.5,0.1,7.0,0.8807100261233333
0.75,0.5,0.1,8.0,0.38097179678159365
0.75,0.5,0.1,9.0,0.0
0.75,0.5,0.1,10.0,0.6910167366231801
0.75,0.5,0.1,11.0,0.5430749412485074
0.75,0.5,0.1,12.0,0.698267192558727
0.75,0.5,0.1,13.0,0.5617479073914448
0.75,0.5,0.1,14.0,0.7663291352549272
0.75,0.5,0.1,15.0,0.6055594984735454
0.75,0.5,0.1,16.0,0.4887200865854022
0.75,0.5,0.1,17.0,0.7942358163882971
0.75,0.5,0.1,18.0,0.8256410299699118
0.75,0.5,0.1,19.0,0.6229404771931244
0.75,0.5,0.1,20.0,0.9496762720206368
0.75,0.5,0.1,21.0,0.6675686413951152
0.75,0.5,0.1,22.0,0.8919855461043181
0.75,0.5,0.1,23.0,0.8526554285851019
0.75,0.5,0.1,24.0,0.9417693938500822
0.75,0.5,0.1,25.0,0.6987338341572384
0.75,0.5,0.1,26.0,0.7702171540793117
0.75,0.5,0.1,27.0,0.9141484011086518
0.75,0.5,0.1,28.0,0.9185420921695885
0.75,0.5,0.1,29.0,0.8671312018057332
0.75,0.5,0.1,30.0,0.9240303707184713
0.75,0.5,0.1,31.0,0.31689873854420875
0.75,0.5,0.1,32.0,0.3055780863106724
0.75,0.5,0.1,33.0,0.7710327664065422
0.75,0.5,0.1,34.0,0.4346625988541032
0.75,0.5,0.1,35.0,0.6633561253833867
0.75,0.5,0.1,36.0,0.9739389520197875
0.75,0.5,0.1,37.0,0.8248046364515316
0.75,0.5,0.1,38.0,0.9759808049049625
0.75,0.5,0.1,39.0,0.9815574392028362
0.75,0.5,0.1,40.0,0.7769775508955206
0.75,0.5,0.15,1.0,0.8000417690260286
0.75,0.5,0.15,2.0,0.5133545902203789
0.75,0.5,0.15,3.0,0.7394468000315539
0.75,0.5,0.15,4.0,0.24694410399804123
0.75,0.5,0.15,5.0,0.6532814415575089
0.75,0.5,0.15,6.0,0.9438734174313285
0.75,0.5,0.15,7.0,0.8801874843990339
0.75,0.5,0.15,8.0,0.38097179678159365
0.75,0.5,0.15,9.0,0.0
0.75,0.5,0.15,10.0,0.6907675143290808
0.75,0.5,0.15,11.0,0.5427923782946686
0.75,0.5,0.15,12.0,0.6986225010339178
0.75,0.5,0.15,13.0,0.5614535709703411
0.75,0.5,0.15,14.0,0.7660037745420889
0.75,0.5,0.15,15.0,0.6061168422508084
0.75,0.5,0.15,16.0,0.4887200865854022
0.75,0.5,0.15,17.0,0.7940678622621871
0.75,0.5,0.15,18.0,0.8268047309288763
0.75,0.5,0.15,19.0,0.6227468727951413
0.75,0.5,0.15,20.0,0.949710445904392
0.75,0.5,0.15,21.0,0.6676587450526754
0.75,0.5,0.15,22.0,0.8930381537198203
0.75,0.5,0.15,23.0,0.8530527938583611
0.75,0.5,0.15,24.0,0.9422708648828326
0.75,0.5,0.15,25.0,0.6979394555284802
0.75,0.5,0.15,26.0,0.7700709928610002
0.75,0.5,0.15,27.0,0.9173048556045488
0.75,0.5,0.15,28.0,0.9184150521915683
0.75,0.5,0.15,29.0,0.8735504753734987
0.75,0.5,0.15,30.0,0.9230877373838523
0.75,0.5,0.15,31.0,0.31852311913419235
0.75,0.5,0.15,32.0,0.3017983150023736
0.75,0.5,0.15,33.0,0.7701526236490114
0.75,0.5,0.15,34.0,0.42402212482712565
0.75,0.5,0.15,35.0,0.6624894207165034
0.75,0.5,0.15,36.0,0.9739389520197875
0.75,0.5,0.15,37.0,0.8243857140975616
0.75,0.5,0.15,38.0,0.9759848277397488
0.75,0.5,0.15,39.0,0.9816015754869387
0.75,0.5,0.15,40.0,0.7740786414256889
0.75,0.5,0.2,1.0,0.8007931025880584
0.75,0.5,0.2,2.0,0.5129240380167704
0.75,0.5,0.2,3.0,0.7389611700282933
0.75,0.5,0.2,4.0,0.24694410399804123
0.75,0.5,0.2,5.0,0.6628852412798695
0.75,0.5,0.2,6.0,0.9444679257598643
0.75,0.5,0.2,7.0,0.8913718378327785
0.75,0.5,0.2,8.0,0.38097179678159365
0.75,0.5,0.2,9.0,0.0
0.75,0.5,0.2,10.0,0.6908380011209109
0.75,0.5,0.2,11.0,0.5468890814937738
0.75,0.5,0.2,12.0,0.6991119304735768
0.75,0.5,0.2,13.0,0.5545453220875607
0.75,0.5,0.2,14.0,0.7656358025156227
0.75,0.5,0.2,15.0,0.6065988759327291
0.75,0.5,0.2,16.0,0.4880337076555385
0.75,0.5,0.2,17.0,0.7945507852707474
0.75,0.5,0.2,18.0,0.8260586373957688
0.75,0.5,0.2,19.0,0.6228565366249217
0.75,0.5,0.2,20.0,0.9494156167172012
0.75,0.5,0.2,21.0,0.6676587450526754
0.75,0.5,0.2,22.0,0.8932882538934352
0.75,0.5,0.2,23.0,0.8544666173143523
0.75,0.5,0.2,24.0,0.9425770198709937
0.75,0.5,0.2,25.0,0.6967328606746788
0.75,0.5,0.2,26.0,0.7695868697146296
0.75,0.5,0.2,27.0,0.9166485148414922
0.75,0.5,0.2,28.0,0.9184166822759519
0.75,0.5,0.2,29.0,0.8728605258829977
0.75,0.5,0.2,30.0,0.9235991141284371
0.75,0.5,0.2,31.0,0.31852311913419235
0.75,0.5,0.2,32.0,0.2996765753141141
0.75,0.5,0.2,33.0,0.7678558734290373
0.75,0.5,0.2,34.0,0.42033638943720114
0.75,0.5,0.2,35.0,0.6640223749226867
0.75,0.5,0.2,36.0,0.9738507888097834
0.75,0.5,0.2,37.0,0.8263228292061254
0.75,0.5,0.2,38.0,0.9758481483333035
0.75,0.5,0.2,39.0,0.9815740326969993
0.75,0.5,0.2,40.0,0.7735207380066084
0.75,0.75,0.0,1.0,0.8301376556191634
0.75,0.75,0.0,2.0,0.5125745817247819
0.75,0.75,0.0,3.0,0.7447013796053863
0.75,0.75,0.0,4.0,0.24694410399804123
0.75,0.75,0.0,5.0,0.6517561639432563
0.75,0.75,0.0,6.0,0.9432018716178261
0.75,0.75,0.0,7.0,0.8491630431949738
0.75,0.75,0.0,8.0,0.38097179678159365
0.75,0.75,0.0,9.0,0.0
0.75,0.75,0.0,10.0,0.6910069650843951
0.75,0.75,0.0,11.0,0.5934250658002167
0.75,0.75,0.0,12.0,0.694537581119261
0.75,0.75,0.0,13.0,0.5617479073914448
0.75,0.75,0.0,14.0,0.7690452011895468
0.75,0.75,0.0,15.0,0.6024557549533349
0.75,0.75,0.0,16.0,0.4870696903703328
0.75,0.75,0.0,17.0,0.7933015578306842
0.75,0.75,0.0,18.0,0.8245908950062311
0.75,0.75,0.0,19.0,0.5507830369670252
0.75,0.75,0.0,20.0,0.9485917803051365
0.75,0.75,0.0,21.0,0.6670637349393039
0.75,0.75,0.0,22.0,0.8916527376100161
0.75,0.75,0.0,23.0,0.8487403830909173
0.75,0.75,0.0,24.0,0.9409074403025527
0.75,0.75,0.0,25.0,0.6981901913316165
0.75,0.75,0.0,26.0,0.7699793687959838
0.75,0.75,0.0,27.0,0.9112065912751817
0.75,0.75,0.0,28.0,0.9193101640750643
0.75,0.75,0.0,29.0,0.8575080434092196
0.75,0.75,0.0,30.0,0.9287628386954928
0.75,0.75,0.0,31.0,0.3171420575108752
0.75,0.75,0.0,32.0,0.31180555808007065
0.75,0.75,0.0,33.0,0.7722075447615669
0.75,0.75,0.0,34.0,0.43460869287524745
0.75,0.75,0.0,35.0,0.6637707054934265
0.75,0.75,0.0,36.0,0.9731484964073033
0.75,0.75,0.0,37.0,0.8251084340762239
0.75,0.75,0.0,38.0,0.9753140674926342
0.75,0.75,0.0,39.0,0.9810814201437252
0.75,0.75,0.0,40.0,0.775514259471041
0.75,0.75,0.05,1.0,0.8305898730464568
0.75,0.75,0.05,2.0,0.5126391145955485
0.75,0.75,0.05,3.0,0.7479373315290916
0.75,0.75,0.05,4.0,0.24694410399804123
0.75,0.75,0.05,5.0,0.6517561639432563
0.75,0.75,0.05,6.0,0.9433609016491955
0.75,0.75,0.05,7.0,0.8797980202566462
0.75,0.75,0.05,8.0,0.38097179678159365
0.75,0.75,0.05,9.0,0.0
0.75,0.75,0.05,10.0,0.6910069650843951
0.75,0.75,0.05,11.0,0.5935111861537229
0.75,0.75,0.05,12.0,0.6949650364696043
0.75,0.75,0.05,13.0,0.5617479073914448
0.75,0.75,0.05,14.0,0.7691600073236325
0.75,0.75,0.05,15.0,0.6025581146562923
0.75,0.75,0.05,16.0,0.4866847321358439
0.75,0.75,0.05,17.0,0.7935544341297149
0.75,0.75,0.05,18.0,0.8252310384398379
0.75,0.75,0.05,19.0,0.5512350869179407
0.75,0.75,0.05,20.0,0.9487679277020917
0.75,0.75,0.05,21.0,0.666865719286276
0.75,0.75,0.05,22.0,0.8916064288016539
0.75,0.75,0.05,23.0,0.8503887723037266
0.75,0.75,0.05,24.0,0.9404709694312192
0.75,0.75,0.05,25.0,0.6982675350822044
0.75,0.75,0.05,26.0,0.7694521129454334
0.75,0.75,0.05,27.0,0.9115837620084906
0.75,0.75,0.05,28.0,0.9185193991831635
0.75,0.75,0.05,29.0,0.8574719628226732
0.75,0.75,0.05,30.0,0.9285811702142264
0.75,0.75,0.05,31.0,0.3171420575108752
0.75,0.75,0.05,32.0,0.30921391378880764
0.75,0.75,0.05,33.0,0.7733165850020164
0.75,0.75,0.05,34.0,0.43460869287524745
0.75,0.75,0.05,35.0,0.6637707054934265
0.75,0.75,0.05,36.0,0.9740029969310002
0.75,0.75,0.05,37.0,0.8249443688438847
0.75,0.75,0.05,38.0,0.975359896828504
0.75,0.75,0.05,39.0,0.9811181613211689
0.75,0.75,0.05,40.0,0.775414140428861
0.75,0.75,0.1,1.0,0.831465564595617
0.75,0.75,0.1,2.0,0.5123825951973144
0.75,0.75,0.1,3.0,0.7477203405630634
0.75,0.75,0.1,4.0,0.24595570905742994
0.75,0.75,0.1,5.0,0.6522433191356768
0.75,0.75,0.1,6.0,0.943557763525739
0.75,0.75,0.1,7.0,0.8797980202566462
0.75,0.75,0.1,8.0,0.38097179678159365
0.75,0.75,0.1,9.0,0.0
0.75,0.75,0.1,10.0,0.6916272660259947
0.75,0.75,0.1,11.0,0.5935997852413698
0.75,0.75,0.1,12.0,0.696245616737398
0.75,0.75,0.1,13.0,0.5617479073914448
0.75,0.75,0.1,14.0,0.7690192144992526
0.75,0.75,0.1,15.0,0.603612914450051
0.75,0.75,0.1,16.0,0.4864952262908632
0.75,0.75,0.1,17.0,0.7940889139116187
0.75,0.75,0.1,18.0,0.8258446003898077
0.75,0.75,0.1,19.0,0.5512350869179407
0.75,0.75,0.1,20.0,0.9488157186787777
0.75,0.75,0.1,21.0,0.6671323228949092
0.75,0.75,0.1,22.0,0.8920192483853912
0.75,0.75,0.1,23.0,0.8504124263544465
0.75,0.75,0.1,24.0,0.9407232429640159
0.75,0.75,0.1,25.0,0.6982835738784376
0.75,0.75,0.1,26.0,0.7694716381046168
0.75,0.75,0.1,27.0,0.9116289549176548
0.75,0.75,0.1,28.0,0.918580144941971
0.75,0.75,0.1,29.0,0.8576074987428598
0.75,0.75,0.1,30.0,0.926555444698854
0.75,0.75,0.1,31.0,0.31689873854420875
0.75,0.75,0.1,32.0,0.3074578273643913
0.75,0.75,0.1,33.0,0.7720549156143875
0.75,0.75,0.1,34.0,0.4342525370337113
0.75,0.75,0.1,35.0,0.6637707054934265
0.75,0.75,0.1,36.0,0.9738891168113535
0.75,0.75,0.1,37.0,0.8250143762222248
0.75,0.75,0.1,38.0,0.9755366476073063
0.75,0.75,0.1,39.0,0.9812923834559459
0.75,0.75,0.1,40.0,0.775615238007636
0.75,0.75,0.15,1.0,0.8314452340738092
0.75,0.75,0.15,2.0,0.5126919352652757
0.75,0.75,0.15,3.0,0.7476348526676446
0.75,0.75,0.15,4.0,0.24694410399804123
0.75,0.75,0.15,5.0,0.6532814415575089
0.75,0.75,0.15,6.0,0.9437587254748568
0.75,0.75,0.15,7.0,0.8798909515636136
0.75,0.75,0.15,8.0,0.38097179678159365
0.75,0.75,0.15,9.0,0.0
0.75,0.75,0.15,10.0,0.6913394348356591
0.75,0.75,0.15,11.0,0.5543942816086469
0.75,0.75,0.15,12.0,0.6817054509998244
0.75,0.75,0.15,13.0,0.5617479073914448
0.75,0.75,0.15,14.0,0.7692029267326868
0.75,0.75,0.15,15.0,0.6046246123695179
0.75,0.75,0.15,16.0,0.4860939129132811
0.75,0.75,0.15,17.0,0.7941066398839122
0.75,0.75,0.15,18.0,0.825273618952163
0.75,0.75,0.15,19.0,0.5512350869179407
0.75,0.75,0.15,20.0,0.948839502453585
0.75,0.75,0.15,21.0,0.6668754134455028
0.75,0.75,0.15,22.0,0.8919340110479149
0.75,0.75,0.15,23.0,0.8525551515189379
0.75,0.75,0.15,24.0,0.9408683761886818
0.75,0.75,0.15,25.0,0.698237107440822
0.75,0.75,0.15,26.0,0.7701760559063691
0.75,0.75,0.15,27.0,0.9122961254773793
0.75,0.75,0.15,28.0,0.9186739689898645
0.75,0.75,0.15,29.0,0.8585107629066774
0.75,0.75,0.15,30.0,0.9260580435568396
0.75,0.75,0.15,31.0,0.31852311913419235
0.75,0.75,0.15,32.0,0.3040670759156946
0.75,0.75,0.15,33.0,0.7712672970505144
0.75,0.75,0.15,34.0,0.4354173162956346
0.75,0.75,0.15,35.0,0.6643639245351366
0.75,0.75,0.15,36.0,0.9738891168113535
0.75,0.75,0.15,37.0,0.824937801798058
0.75,0.75,0.15,38.0,0.9756535412788937
0.75,0.75,0.15,39.0,0.9812856208150014
0.75,0.75,0.15,40.0,0.775227824135574
0.75,0.75,0.2,1.0,0.798123631810851
0.75,0.75,0.2,2.0,0.5130278095834654
0.75,0.75,0.2,3.0,0.7470613834664999
0.75,0.75,0.2,4.0,0.24694410399804123
0.75,0.75,0.2,5.0,0.653205228217512
0.75,0.75,0.2,6.0,0.943824297193396
0.75,0.75,0.2,7.0,0.8800938518739966
0.75,0.75,0.2,8.0,0.38097179678159365
0.75,0.75,0.2,9.0,0.0
0.75,0.75,0.2,10.0,0.6915985166944736
0.75,0.75,0.2,11.0,0.5544854847985925
0.75,0.75,0.2,12.0,0.6818100272077048
0.75,0.75,0.2,13.0,0.5614535709703411
0.75,0.75,0.2,14.0,0.7693932430596626
0.75,0.75,0.2,15.0,0.604516211381232
0.75,0.75,0.2,16.0,0.4866147629193738
0.75,0.75,0.2,17.0,0.7940764150745294
0.75,0.75,0.2,18.0,0.8254294790910808
0.75,0.75,0.2,19.0,0.5512350869179407
0.75,0.75,0.2,20.0,0.9465812071984614
0.75,0.75,0.2,21.0,0.6674679455632674
0.75,0.75,0.2,22.0,0.892800949670444
0.75,0.75,0.2,23.0,0.8522841507716113
0.75,0.75,0.2,24.0,0.9414838289091145
0.75,0.75,0.2,25.0,0.6978506627989756
0.75,0.75,0.2,26.0,0.7700203996902787
0.75,0.75,0.2,27.0,0.9126661394493624
0.75,0.75,0.2,28.0,0.9183672847422826
0.75,0.75,0.2,29.0,0.8673215711454995
0.75,0.75,0.2,30.0,0.92615397737977
0.75,0.75,0.2,31.0,0.31852311913419235
0.75,0.75,0.2,32.0,0.3038073100795789
0.75,0.75,0.2,33.0,0.7700800957654722
0.75,0.75,0.2,34.0,0.4359127029600724
0.75,0.75,0.2,35.0,0.6624894207165034
0.75,0.75,0.2,36.0,0.9739389520197875
0.75,0.75,0.2,37.0,0.824528877589622
0.75,0.75,0.2,38.0,0.9758293586307869
0.75,0.75,0.2,39.0,0.9815627440657394
0.75,0.75,0.2,40.0,0.7734495515591
0.75,1.0,0.0,1.0,0.8301376556191634
0.75,1.0,0.0,2.0,0.5123843201618029
0.75,1.0,0.0,3.0,0.7447013796053863
0.75,1.0,0.0,4.0,0.24694410399804123
0.75,1.0,0.0,5.0,0.6558806137843137
0.75,1.0,0.0,6.0,0.9432682835182729
0.75,1.0,0.0,7.0,0.8491630431949738
0.75,1.0,0.0,8.0,0.38097179678159365
0.75,1.0,0.0,9.0,0.0
0.75,1.0,0.0,10.0,0.6907527451640927
0.75,1.0,0.0,11.0,0.593341307161546
0.75,1.0,0.0,12.0,0.6946888389576186
0.75,1.0,0.0,13.0,0.5617479073914448
0.75,1.0,0.0,14.0,0.765560025612948
0.75,1.0,0.0,15.0,0.6024557549533349
0.75,1.0,0.0,16.0,0.4863204707726378
0.75,1.0,0.0,17.0,0.7933034053151328
0.75,1.0,0.0,18.0,0.8234924941707807
0.75,1.0,0.0,19.0,0.5448948501771889
0.75,1.0,0.0,20.0,0.9460102612961894
0.75,1.0,0.0,21.0,0.6668053106669246
0.75,1.0,0.0,22.0,0.8916133483341155
0.75,1.0,0.0,23.0,0.8477128391092827
0.75,1.0,0.0,24.0,0.9407703943970741
0.75,1.0,0.0,25.0,0.6980796033809977
0.75,1.0,0.0,26.0,0.7699793687959838
0.75,1.0,0.0,27.0,0.9084712397889811
0.75,1.0,0.0,28.0,0.9191153476700226
0.75,1.0,0.0,29.0,0.8586698855107378
0.75,1.0,0.0,30.0,0.9282776907185015
0.75,1.0,0.0,31.0,0.3171420575108752
0.75,1.0,0.0,32.0,0.31180555808007065
0.75,1.0,0.0,33.0,0.7720864594998024
0.75,1.0,0.0,34.0,0.43460869287524745
0.75,1.0,0.0,35.0,0.6637707054934265
0.75,1.0,0.0,36.0,0.9732290100862793
0.75,1.0,0.0,37.0,0.8251084340762239
0.75,1.0,0.0,38.0,0.9753140674926342
0.75,1.0,0.0,39.0,0.9810613120319627
0.75,1.0,0.0,40.0,0.7697980597482036
0.75,1.0,0.05,1.0,0.8302190015372465
0.75,1.0,0.05,2.0,0.5123843201618029
0.75,1.0,0.05,3.0,0.7479373315290916
0.75,1.0,0.05,4.0,0.24694410399804123
0.75,1.0,0.05,5.0,0.6558806137843137
0.75,1.0,0.05,6.0,0.9434243110087971
0.75,1.0,0.05,7.0,0.879902081118809
0.75,1.0,0.05,8.0,0.38097179678159365
0.75,1.0,0.05,9.0,0.0
0.75,1.0,0.05,10.0,0.6909945176516062
0.75,1.0,0.05,11.0,0.5934250658002167
0.75,1.0,0.05,12.0,0.6803796409399213
0.75,1.0,0.05,13.0,0.5617479073914448
0.75,1.0,0.05,14.0,0.7659013858975032
0.75,1.0,0.05,15.0,0.6024557549533349
0.75,1.0,0.05,16.0,0.48555940233477707
0.75,1.0,0.05,17.0,0.7933501274456572
0.75,1.0,0.05,18.0,0.8245958551391102
0.75,1.0,0.05,19.0,0.5475035705101228
0.75,1.0,0.05,20.0,0.9460593993603729
0.75,1.0,0.05,21.0,0.6664191920431191
0.75,1.0,0.05,22.0,0.8916064288016539
0.75,1.0,0.05,23.0,0.8478859191360362
0.75,1.0,0.05,24.0,0.940394725161904
0.75,1.0,0.05,25.0,0.6981569471315856
0.75,1.0,0.05,26.0,0.7694521129454334
0.75,1.0,0.05,27.0,0.9111185183786544
0.75,1.0,0.05,28.0,0.9188855737515436
0.75,1.0,0.05,29.0,0.8576892900050747
0.75,1.0,0.05,30.0,0.9282309743578983
0.75,1.0,0.05,31.0,0.31542964089167397
0.75,1.0,0.05,32.0,0.3104283295360888
0.75,1.0,0.05,33.0,0.7731678641309788
0.75,1.0,0.05,34.0,0.43460869287524745
0.75,1.0,0.05,35.0,0.6637707054934265
0.75,1.0,0.05,36.0,0.97416770121134
0.75,1.0,0.05,37.0,0.8249443688438847
0.75,1.0,0.05,38.0,0.9753140674926342
0.75,1.0,0.05,39.0,0.9810820891529922
0.75,1.0,0.05,40.0,0.7751914126416531
0.75,1.0,0.1,1.0,0.8313123423449768
0.75,1.0,0.1,2.0,0.5121923336343355
0.75,1.0,0.1,3.0,0.7476766205029316
0.75,1.0,0.1,4.0,0.24694410399804123
